,text
889577,  the entire civilized world is now trying to isolate itself from russia   the  polish national soccer team refused to play a world cup tie against  russia
890005,instead of the us and eu pushing for seize fire and immediate dialog  they are aggravating the situation of  ukrainerussiaconflict by pumping more weapons poking  russia even further  the ultimate end is the citizens of ukraine dying in mumbers bcs of stubborn idiots 
890209,russia shoots at civilian apartment buildings in kyiv    ukrainewar  ukraine  stopthewar  stopwar  nato 
890453, putin will do the maximum to conceal  russia n casualties in his war of aggression  but too many russian soldiers are dying in  ukraine and the news will get to families back home  they will have a question for putin  amp  his henchmen  why   standwithukraine        
890773,ukraine  stay strong  fight for your freedom  we stand with you    ukraine  supportukraine  fightforyourfreedom  standwithukraine 
892371, nato is postured to deter any threat and defend  allies in all domains   soldiers of the  bde keep their readiness high through continuous education and training    wearenato  we are  strongertogether     st  chor  sztab  mariusz kra nicki 
892496, polish interior ministry reports that in recent days    thousand people have entered  poland from the territory of  ukraine 
892655,putin sends children to attack  ukraine  he is sick crank  he is not only killing ukrainians but also his own citizens   putin is a war criminal and he should be wanted with international arrest warrant  
892770, live camera from kyiv ukraine after russian invasion  ukraine  kiev  kyiv  via
893696,  the entire civilized world is now trying to isolate itself from russia   the  polish national soccer team refused to play a world cup tie against  russia
894722,  the entire civilized world is now trying to isolate itself from russia   the  polish national soccer team refused to play a world cup tie against  russia
894980,   slavia simonova would represent  russia at  eurovision     eurovision   esc  esc  
895623,baerbock on german television   we buy    of our  coal from russia  if we exclude russia from  swift the lights in  germany will go out    here is an idea  keep our  nuclear power plants running longer instead of burning coal  less co  and less money to  russia 
896479,the world is watching how reckless and deadly imperialism is  not just for  ukraine but the whole world  let history be a lesson to not be repeated 
896828,more than    russian  scientists condemn the war in  ukraine in open letter  
897233,the trouble is  removing russia from swift has been debated so intensely  and so often before  that now   not  doing it sends a stronger message than doing it   and that message is one of encouragement to president putin    ukraine  sanctions  sanctionsrussianow
897351,  cyprus is ready to support  russia s disconnection from  swift 
897729,the ukrainian civilians who were handed out     automatic rifles yesterday are now starting to take russian prisoners of war    ukraine 
898095,romanian private hospital offers free medical help to all ukrainian refugees who cross our border  they only need their identity cards or passports  here is the full list of the clinics in the country     standwithukraine  ukraine 
898400,    russia  suspension of broadcasters ebu membership to be discussed on monday 
899803,this is the wife of the vice president of ukraine  she is fighting for her motherland   massive respect         ukrainewar  standwithukraine 
900220,baerbock on german television   we buy    of our  coal from russia  if we exclude russia from  swift the lights in  germany will go out    here is an idea  keep our  nuclear power plants running longer instead of burning coal  less co  and less money to  russia 
900830,just in  hacktivist group  anonymous has successfully breached and leaked about  gb of emails from belarusian weapons manufacturer tetraedr  this company has provided vladimir putin with logistical support in his invasion of  ukraine   oprussia  standwithukriane 
902049,wtf is that        ukrainian  ukrainy  kijowa  wypierdalaj  putin  poland  mo otowa   pij 
902823,ukrainian president  zelenitsky  putin  russiaukraineconflict  ukraine 
